word,ipa
전권,c0 vv nf k0 wv nf
그랜드,k0 xx rr qq nf t0 xx
긋,k0 xx tf
임대,ii mf t0 qq
코칭,kh oo ch ii ng
합집합,h0 aa pf cc ii ph aa pf
동인지,t0 oo ng ii nf c0 ii
호랑이,h0 oo rr aa ng ii
코친,kh oo ch ii nf
전형,c0 vv nf h0 yv ng
코치,kh oo ch ii
유독,yu t0 oo kf
드레인,t0 xx rr ee ii nf
넵,nn ee pf
검문,k0 vv mf mm uu nf
유동,yu t0 oo ng
구속력,k0 uu s0 oo ng nn yv kf
운전기사,uu nf c0 vv nf k0 ii s0 aa
ㅂ니다,nn ii t0 aa
사림파,s0 aa rr ii mf ph aa
천안문,ch vv nn aa nf mm uu nf
전근,c0 vv nf k0 xx nf
넘어오,nn vv mm vv oo
아뢰,aa rr wo
카메룬,kh aa mm ee rr uu nf
풍천,ph uu ng ch vv nf
중산층,c0 uu ng s0 aa nf ch xx ng
시경,s0 ii k0 yv ng
전갈,c0 vv nf k0 aa ll
린뱌오,rr ii nf p0 ya oo
촌,ch oo nf
전가,c0 vv nf k0 aa
전각,c0 vv nf k0 aa kf
전개,c0 vv nf k0 qq
둥베이,t0 uu ng p0 ee ii
코쿠,kh oo kh uu
캡,kh qq pf
표준화되,ph yo c0 uu nf h0 wa t0 wo
속화,s0 oo kh wa
역의,yv k0 xi
로고,rr oo k0 oo
규리,k0 yu rr ii
자국,c0 aa k0 uu kf
수비수,s0 uu p0 ii s0 uu
모욕죄,mm oo yo kf cc wo
음향,xx mf h0 ya ng
잡아먹,c0 aa p0 aa mm vv kf
헌팅턴,h0 vv nf th ii ng th vv nf
윤문,yu nf mm uu nf
마땅,mm aa tt aa ng
으면서,xx mm yv nf s0 vv
왼팔,wo nf ph aa ll
잡아먹히,c0 aa p0 aa mm vv kh ii
아칸소,aa kh aa nf s0 oo
도급인,t0 oo k0 xx p0 ii nf
전거,c0 vv nf k0 vv
쿠젠,kh uu c0 ee nf
녹사,nn oo kf ss aa
고생물,k0 oo s0 qq ng mm uu ll
맞추,mm aa tf ch uu
음핵,xx mf h0 qq kf
본위,p0 oo nn wi
건평,k0 vv nf ph yv ng
대위법,t0 qq wi p0 vv pf
굳이,k0 uu c0 ii
쇼크,s0 yo kh xx
후금,h0 uu k0 xx mf
전격,c0 vv nf k0 yv kf
유니,yu nn ii
평등권,ph yv ng t0 xx ng k0 wv nf
전경,c0 vv nf k0 yv ng
유닛,yu nn ii tf
스케일,s0 xx kh ee ii ll
맞춤,mm aa tf ch uu mf
빌려주,p0 ii ll rr yv c0 uu
후스,h0 uu s0 xx
유능,yu nn xx ng
전계,c0 vv nf k0 ye
왼편,wo nf ph yv nf
반바지,p0 aa nf p0 aa c0 ii
줄거리,c0 uu ll k0 vv rr ii
오징어,oo c0 ii ng vv
녹색,nn oo kf ss qq kf
거가,k0 vv k0 aa
전고,c0 vv nf k0 oo
전곡,c0 vv nf k0 oo kf
전과,c0 vv nf k0 wa
새마을,s0 qq mm aa xx ll
철수,ch vv ll s0 uu
전공,c0 vv nf k0 oo ng
대정부,t0 qq c0 vv ng p0 uu
향리,h0 ya ng nn ii
복속,p0 oo kf ss oo kf
전화,c0 vv nf h0 wa
안성시,aa nf s0 vv ng s0 ii
박막,p0 aa ng mm aa kf
테드,th ee t0 xx
푸코,ph uu kh oo
집이,c0 ii p0 ii
끌어내,kk xx rr vv nn qq
감명,k0 aa mf mm yv ng
다쿠,t0 aa kh uu
박리,p0 aa ng nn ii
아르노,aa rr xx nn oo
빗자루,p0 ii tf cc aa rr uu
명수,mm yv ng s0 uu
대류,t0 qq rr yu
레바논,rr ee p0 aa nn oo nf
헌병대,h0 vv nf p0 yv ng t0 qq
급격히,k0 xx pf kk yv kh ii
집의,c0 ii p0 xi
쉬,s0 wi
홀트,h0 oo ll th xx
복서,p0 oo kf ss vv
화해,h0 wa h0 qq
팍,ph aa kf
묘도,mm yo t0 oo
명시,mm yv ng s0 ii
집장,c0 ii pf cc aa ng
화합,h0 wa h0 aa pf
변환,p0 yv nf h0 wa nf
째이,cc qq ii
명심,mm yv ng s0 ii mf
염화,yv mf h0 wa
마운드,mm aa uu nf t0 xx
화하,h0 wa h0 aa
화학,h0 wa h0 aa kf
명실,mm yv ng s0 ii ll
복성,p0 oo kf ss vv ng
명신,mm yv ng s0 ii nf
다케,t0 aa kh ee
부령,p0 uu rr yv ng
복선,p0 oo kf ss vv nf
대림,t0 qq rr ii mf
대립,t0 qq rr ii pf
장개석,c0 aa ng k0 qq s0 vv kf
지방산,c0 ii p0 aa ng s0 aa nf
대마,t0 qq mm aa
멜버른,mm ee ll p0 vv rr xx nf
조만간,c0 oo mm aa nf k0 aa nf
국시,k0 uu kf ss ii
조련,c0 oo rr yv nf
지출,c0 ii ch uu ll
부록,p0 uu rr oo kf
텡,th ee ng
냠,nn ya mf
디아나,t0 ii aa nn aa
명승,mm yv ng s0 xx ng
로써,rr oo ss vv
흥덕왕,h0 xx ng t0 vv k0 wa ng
몽블랑,mm oo ng p0 xx ll rr aa ng
김일성,k0 ii mm ii ll s0 vv ng
안병,aa nf p0 yv ng
개념적,k0 qq nn yv mf c0 vv kf
산투스,s0 aa nf th uu s0 xx
트레이,th xx rr ee ii
목초지,mm oo kf ch oo c0 ii
트레인,th xx rr ee ii nf
트레일,th xx rr ee ii ll
페어리,ph ee vv rr ii
면사무소,mm yv nf s0 aa mm uu s0 oo
대련,t0 qq rr yv nf
부리,p0 uu rr ii
복사,p0 oo kf ss aa
꼴,kk oo ll
김대건,k0 ii mf t0 qq k0 vv nf
대령,t0 qq rr yv ng
작성,c0 aa kf ss vv ng
대례,t0 qq rr ye
대운하,t0 qq uu nf h0 aa
부마,p0 uu mm aa
복상,p0 oo kf ss aa ng
대로,t0 qq rr oo
향료,h0 ya ng nn yo
암스트롱,aa mf s0 xx th xx rr oo ng
마피아,mm aa ph ii aa
화풍,h0 wa ph uu ng
질투,c0 ii ll th uu
핸,h0 qq nf
고메스,k0 oo mm ee s0 xx
반딧불,p0 aa nf t0 ii tf pp uu ll
간절히,k0 aa nf c0 vv ll h0 ii
궈,k0 wv
다임러,t0 aa ii mf nn vv
임페라,ii mf ph ee rr aa
상승세,s0 aa ng s0 xx ng s0 ee
다층,t0 aa ch xx ng
집요,c0 ii p0 yo
김일손,k0 ii mm ii ll s0 oo nf
중독자,c0 uu ng t0 oo kf cc aa
걸어오,k0 vv rr vv oo
관광업,k0 wa nf k0 wa ng vv pf
반역자,p0 aa nf nn yv kf cc aa
엄연,vv mf nn yv nf
발전기,p0 aa ll cc vv nf k0 ii
존슨,c0 oo nf s0 xx nf
단락,t0 aa ll rr aa kf
해충,h0 qq ch uu ng
번거롭,p0 vv nf k0 vv rr oo pf
부류,p0 uu rr yu
지천,c0 ii ch vv nf
비평사,p0 ii ph yv ng s0 aa
남극점,nn aa mf k0 xx kf cc vv mf
네거티브,nn ee k0 vv th ii p0 xx
지청,c0 ii ch vv ng
향로,h0 ya ng nn oo
손녀,s0 oo nf nn yv
안방,aa nf p0 aa ng
가마솥,k0 aa mm aa s0 oo tf
지체,c0 ii ch ee
베개,p0 ee k0 qq
박민,p0 aa ng mm ii nf
생년,s0 qq ng nn yv nf
데이지,t0 ee ii c0 ii
털이,th vv rr ii
부모,p0 uu mm oo
카푸아,kh aa ph uu aa
기전체,k0 ii c0 vv nf ch ee
추가적,ch uu k0 aa c0 vv kf
영업용,yv ng vv mf nn yo ng
대문,t0 qq mm uu nf
별자리,p0 yv ll c0 aa rr ii
대물,t0 qq mm uu ll
연탄,yv nf th aa nf
아무리,aa mm uu rr ii
만찬,mm aa nf ch aa nf
범어사,p0 vv mm vv s0 aa
집약,c0 ii p0 ya kf
사무처장,s0 aa mm uu ch vv c0 aa ng
도둑질,t0 oo t0 uu kf cc ii ll
아르덴,aa rr xx t0 ee nf
목동,mm oo kf tt oo ng
시청권,s0 ii ch vv ng k0 wv nf
공민권,k0 oo ng mm ii nf k0 wv nf
손님,s0 oo nf nn ii mf
캐피탈,kh qq ph ii th aa ll
트랜스포머,th xx rr qq nf s0 xx ph oo mm vv
안보,aa nf p0 oo
집안,c0 ii p0 aa nf
삼론종,s0 aa mf nn oo nf c0 oo ng
킬로그램,kh ii ll rr oo k0 xx rr qq mf
목도,mm oo kf tt oo
디바이스,t0 ii p0 aa ii s0 xx
명상,mm yv ng s0 aa ng
맞이하,mm aa c0 ii h0 aa
범,p0 vv mf
아무르,aa mm uu rr xx
딥,t0 ii pf
국사,k0 uu kf ss aa
뜻하는,tt xx th aa nn xx nf
윙스,wi ng s0 xx
국산,k0 uu kf ss aa nf
좀처럼,c0 oo mf ch vv rr vv mf
동명왕,t0 oo ng mm yv ng wa ng
박물,p0 aa ng mm uu ll
국상,k0 uu kf ss aa ng
박문,p0 aa ng mm uu nf
국새,k0 uu kf ss qq
산기슭,s0 aa nf k0 ii s0 xx kf
영성체,yv ng s0 vv ng ch ee
론도,rr oo nf t0 oo
유람선,yu rr aa mf s0 vv nf
부면,p0 uu mm yv nf
관현악단,k0 wa nf h0 yv nn aa kf tt aa nf
대미,t0 qq mm ii
우생학,uu s0 qq ng h0 aa kf
화훼,h0 wa h0 we
플라망,ph xx ll rr aa mm aa ng
테러,th ee rr vv
최상,ch wo s0 aa ng
국서,k0 uu kf ss vv
지치,c0 ii ch ii
통틀,th oo ng th xx ll
급진적,k0 xx pf cc ii nf c0 vv kf
국선,k0 uu kf ss vv nf
마침내,mm aa ch ii mf nn qq
지침,c0 ii ch ii mf
지칭,c0 ii ch ii ng
월계수,wv ll k0 ye s0 uu
복스,p0 oo kf ss xx
국세,k0 uu kf ss ee
복식,p0 oo kf ss ii kf
복시,p0 oo kf ss ii
명석,mm yv ng s0 vv kf
박모,p0 aa ng mm oo
휘감,h0 wi k0 aa mf
불고기,p0 uu ll k0 oo k0 ii
공진회,k0 oo ng c0 ii nf h0 wo
왕사,wa ng s0 aa
복싱,p0 oo kf ss ii ng
복심,p0 oo kf ss ii mf
상당수,s0 aa ng t0 aa ng s0 uu
대면,t0 qq mm yv nf
지층,c0 ii ch xx ng
천문도,ch vv nf mm uu nf t0 oo
명성,mm yv ng s0 vv ng
복신,p0 oo kf ss ii nf
부민,p0 uu mm ii nf
복수,p0 oo kf ss uu
대명,t0 qq mm yv ng
국소,k0 uu kf ss oo
원외랑,wv nn wo rr aa ng
만취,mm aa nf ch wi
뮐,mm wi ll
브래스,p0 xx rr qq s0 xx
테라,th ee rr aa
캐피털,kh qq ph ii th vv ll
국화과,k0 uu kh wa k0 wa
대모,t0 qq mm oo
와이어,wa ii vv
감정적,k0 aa mf c0 vv ng c0 vv kf
손대,s0 oo nf t0 qq
사파리,s0 aa ph aa rr ii
풍랑,ph uu ng nn aa ng
부문,p0 uu mm uu nf
명소,mm yv ng s0 oo
엄,vv mf
설리번,s0 vv ll rr ii p0 vv nf
인공위성,ii nf k0 oo ng wi s0 vv ng
비선형,p0 ii s0 vv nf h0 yv ng
고위층,k0 oo wi ch xx ng
김자점,k0 ii mf c0 aa c0 vv mf
시청각,s0 ii ch vv ng k0 aa kf
다채,t0 aa ch qq
화형,h0 wa h0 yv ng
아무렇,aa mm uu rr vv h0
포도당,ph oo t0 oo t0 aa ng
드물,t0 xx mm uu ll
국영,k0 uu k0 yv ng
풋,ph uu tf
안마,aa nf mm aa
명왕,mm yv ng wa ng
부장품,p0 uu c0 aa ng ph uu mf
복어,p0 oo k0 vv
고위직,k0 oo wi c0 ii kf
외국인,wo k0 uu k0 ii nf
대전광역시,t0 qq c0 vv nf k0 wa ng nn yv kf ss ii
아르디,aa rr xx t0 ii
에메랄드,ee mm ee rr aa ll t0 xx
손등,s0 oo nf t0 xx ng
명예,mm yv ng nn ye
국왕,k0 uu k0 wa ng
성가,s0 vv ng k0 aa
단단,t0 aa nf t0 aa nf
통행,th oo ng h0 qq ng
비단길,p0 ii t0 aa nf k0 ii ll
사파비,s0 aa ph aa p0 ii
밀크,mm ii ll kh xx
복역,p0 oo k0 yv kf
언어학자,vv nn vv h0 aa kf cc aa
크기,kh xx k0 ii
연출자,yv nf ch uu ll c0 aa
국외,k0 uu k0 wo
지지,c0 ii c0 ii
대북,t0 qq p0 uu kf
교황권,k0 yo h0 wa ng k0 wv nf
통하,th oo ng h0 aa
지진,c0 ii c0 ii nf
지질,c0 ii c0 ii ll
글루온,k0 xx ll rr uu oo nf
성계,s0 vv ng k0 ye
부상,p0 uu s0 aa ng
성공,s0 vv ng k0 oo ng
통해,th oo ng h0 qq
성곽,s0 vv ng k0 wa kf
성과,s0 vv ng k0 wa
이사야,ii s0 aa ya
국운,k0 uu k0 uu nf
통합,th oo ng h0 aa pf
하카타,h0 aa kh aa th aa
메카,mm ee kh aa
성골,s0 vv ng k0 oo ll
통할,th oo ng h0 aa ll
선거권,s0 vv nf k0 vv k0 wv nf
탄수화물,th aa nf s0 uu h0 wa mm uu ll
풍자적,ph uu ng c0 aa c0 vv kf
포커,ph oo kh vv
마찬가지,mm aa ch aa nf k0 aa c0 ii
국원,k0 uu k0 wv nf
지호,c0 ii h0 oo
앞쪽,aa pf cc oo kf
생략,s0 qq ng nn ya kf
든,t0 xx nf
성경,s0 vv ng k0 yv ng
넓히,nn vv ll ph ii
박봉,p0 aa kf pp oo ng
성격,s0 vv ng k0 yv kf
프렌드,ph xx rr ee nf t0 xx
국위,k0 uu k0 wi
부부,p0 uu p0 uu
뿌리치,pp uu rr ii ch ii
부분,p0 uu p0 uu nf
명의,mm yv ng xi
안료,aa ll rr yo
대박,t0 qq p0 aa kf
염포,yv mf ph oo
영업소,yv ng vv pf ss oo
성군,s0 vv ng k0 uu nf
국유,k0 uu k0 yu
다같이,t0 aa k0 aa ch ii
대방,t0 qq p0 aa ng
여지도,yv c0 ii t0 oo
명일,mm yv ng ii ll
지조,c0 ii c0 oo
대백,t0 qq p0 qq kf
명인,mm yv ng ii nf
지존,c0 ii c0 oo nf
킹,kh ii ng
명이,mm yv ng ii
성구,s0 vv ng k0 uu
코덱스,kh oo t0 ee kf ss xx
지적,c0 ii c0 vv kf
국은,k0 uu k0 xx nf
혈압,h0 yv rr aa pf
통풍,th oo ng ph uu ng
지점,c0 ii c0 vv mf
지정,c0 ii c0 vv ng
음향학,xx mf h0 ya ng h0 aa kf
지제,c0 ii c0 ee
아프간,aa ph xx k0 aa nf
나리아,nn aa rr ii aa
엄선,vv mf s0 vv nf
국익,k0 uu k0 ii kf
인산염,ii nf s0 aa nf nn yv mf
혈액,h0 yv rr qq kf
국인,k0 uu k0 ii nf
단도,t0 aa nf t0 oo
단독,t0 aa nf t0 oo kf
박팽년,p0 aa kf ph qq ng nn yv nf
심프슨,s0 ii mf ph xx s0 xx nf
일본기,ii ll p0 oo nf k0 ii
성규,s0 vv ng k0 yu
참찬관,ch aa mf ch aa nf k0 wa nf
국자,k0 uu kf cc aa
대법,t0 qq p0 vv pf
국장,k0 uu kf cc aa ng
노동당,nn oo t0 oo ng t0 aa ng
작업,c0 aa k0 vv pf
정보화,c0 vv ng p0 oo h0 wa
합류점,h0 aa mf nn yu c0 vv mf
몸통,mm oo mf th oo ng
지주,c0 ii c0 uu
대변,t0 qq p0 yv nf
대별,t0 qq p0 yv ll
프리,ph xx rr ii
군사력,k0 uu nf s0 aa rr yv kf
참봉,ch aa mf p0 oo ng
떠넘기,tt vv nn vv mf k0 ii
마이오세,mm aa ii oo s0 ee
명자,mm yv ng c0 aa
어금니,vv k0 xx mf nn ii
명장,mm yv ng c0 aa ng
혈연,h0 yv ll rr yv nf
집시,c0 ii pf ss ii
테너,th ee nn vv
대보,t0 qq p0 oo
대본,t0 qq p0 oo nf
집성,c0 ii pf ss vv ng
니까요,nn ii kk aa yo
출산율,ch uu ll s0 aa nf nn yu ll
조총련,c0 oo ch oo ng nn yv nf
복자,p0 oo kf cc aa
김조순,k0 ii mf c0 oo s0 uu nf
화포,h0 wa ph oo
만족,mm aa nf c0 oo kf
포진,ph oo c0 ii nf
카트린,kh aa th xx rr ii nf
볼거리,p0 oo ll k0 vv rr ii
안민,aa nf mm ii nf
다섯째,t0 aa s0 vv tf cc qq
화폐,h0 wa ph ye
클라이언트,kh xx ll rr aa ii vv nf th xx
깃털,k0 ii tf th vv ll
화평,h0 wa ph yv ng
복장,p0 oo kf cc aa ng
어획량,vv h0 wo ng nn ya ng
복잡,p0 oo kf cc aa pf
웨버,we p0 vv
산업과,s0 aa nn vv pf kk wa
크가,kh xx k0 aa
배수량,p0 qq s0 uu rr ya ng
엄수,vv mf s0 uu
엄숙,vv mf s0 uu kf
성급,s0 vv ng k0 xx pf
성금,s0 vv ng k0 xx mf
프릴,ph xx rr ii ll
각별히,k0 aa kf pp yv ll h0 ii
율리우스력,yu ll rr ii uu s0 xx rr yv kf
성기,s0 vv ng k0 ii
시공간,s0 ii k0 oo ng k0 aa nf
전략적,c0 vv ll rr ya kf cc vv kf
귀박쥐,k0 wi p0 aa kf cc wi
목적지,mm oo kf cc vv kf cc ii
다지,t0 aa c0 ii
불가사의,p0 uu ll k0 aa s0 aa xi
활화산,h0 wa ll h0 wa s0 aa nf
페이,ph ee ii
이사장,ii s0 aa c0 aa ng
라이카,rr aa ii kh aa
다짐,t0 aa c0 ii mf
연장전,yv nf c0 aa ng c0 vv nf
복위,p0 oo k0 wi
만주,mm aa nf c0 uu
넥,nn ee kf
방어진,p0 aa ng vv c0 ii nf
정보학,c0 vv ng p0 oo h0 aa kf
감미,k0 aa mf mm ii
북반구,p0 uu kf pp aa nf k0 uu
다중,t0 aa c0 uu ng
번트,p0 vv nf th xx
병원장,p0 yv ng wv nf c0 aa ng
복음,p0 oo k0 xx mf
작용,c0 aa k0 yo ng
만종,mm aa nf c0 oo ng
가와사키,k0 aa wa s0 aa kh ii
엄스,vv mf s0 xx
안무,aa nf mm uu
문법적,mm uu nf pp vv pf cc vv kf
코뿔소,kh oo pp uu ll s0 oo
외국어,wo k0 uu k0 vv
영등포,yv ng t0 xx ng ph oo
니트로,nn ii th xx rr oo
지방인,c0 ii p0 aa ng ii nf
우라와,uu rr aa wa
작인,c0 aa k0 ii nf
중독성,c0 uu ng t0 oo kf ss vv ng
울타리,uu ll th aa rr ii
명암,mm yv ng aa mf
푸조,ph uu c0 oo
작의,c0 aa k0 xi
홈런,h0 oo mf nn vv nf
다종,t0 aa c0 oo ng
인센티브,ii nf s0 ee nf th ii p0 xx
복용,p0 oo k0 yo ng
학생,h0 aa kf ss qq ng
혈육,h0 yv ll rr yu kf
브리스,p0 xx rr ii s0 xx
국악,k0 uu k0 aa kf
푸저우,ph uu c0 vv uu
대비,t0 qq p0 ii
푸젠,ph uu c0 ee nf
복원,p0 oo k0 wv nf
유태인,yu th qq ii nf
튤립,th yu ll rr ii pf
고갯길,k0 oo k0 qq tf kk ii ll
외동딸,wo t0 oo ng tt aa ll
방어전,p0 aa ng vv c0 vv nf
독립당,t0 oo ng nn ii pf tt aa ng
대약진,t0 qq ya kf cc ii nf
콰,kh wa
안목,aa nf mm oo kf
작위,c0 aa k0 wi
부산포,p0 uu s0 aa nf ph oo
집산,c0 ii pf ss aa nf
상은,s0 aa ng xx nf
통화,th oo ng h0 wa
효율성,h0 yo yu ll s0 vv ng
켜지,kh yv c0 ii
집사,c0 ii pf ss aa
만지,mm aa nf c0 ii
ㄹ지,c0 ii
안면,aa nf mm yv nf
국어,k0 uu k0 vv
오로지,oo rr oo c0 ii
다정,t0 aa c0 vv ng
혈장,h0 yv ll c0 aa ng
불리하,p0 uu ll rr ii h0 aa
주연상,c0 uu yv nf s0 aa ng
드라이,t0 xx rr aa ii
화투,h0 wa th uu
공영권,k0 oo ng nn yv ng k0 wv nf
질풍,c0 ii ll ph uu ng
대의원,t0 qq xi wv nf
작자,c0 aa kf cc aa
항성계,h0 aa ng s0 vv ng k0 ye
응하,xx ng h0 aa
단념,t0 aa nf nn yv mf
레이블,rr ee ii p0 xx ll
명언,mm yv ng vv nf
합법성,h0 aa pf pp vv pf ss vv ng
트리거,th xx rr ii k0 vv
목리,mm oo ng nn ii
이사진,ii s0 aa c0 ii nf
혈전,h0 yv ll c0 vv nf
시위자,s0 ii wi c0 aa
다임,t0 aa ii mf
차베스,ch aa p0 ee s0 xx
희수,h0 xi s0 uu
부내,p0 uu nn qq
고질적,k0 oo c0 ii ll c0 vv kf
김영삼,k0 ii mf nn yv ng s0 aa mf
폭주족,ph oo kf cc uu c0 oo kf
복진,p0 oo kf cc ii nf
복직,p0 oo kf cc ii kf
복지,p0 oo kf cc ii
작정,c0 aa kf cc vv ng
투신,th uu s0 ii nf
생물,s0 qq ng mm uu ll
혈족,h0 yv ll c0 oo kf
크레디트,kh xx rr ee t0 ii th xx
목마,mm oo ng mm aa
작전,c0 aa kf cc vv nf
한국말,h0 aa nf k0 uu ng mm aa ll
친목,ch ii nf mm oo kf
이슬,ii s0 xx ll
지엄,c0 ii vv mf
왜적,wq c0 vv kf
그르치,k0 xx rr xx ch ii
지에,c0 ii ee
김해시,k0 ii mf h0 qq s0 ii
열린,yv ll rr ii nf
불길,p0 uu ll k0 ii ll
다윈,t0 aa wi nf
불기,p0 uu ll k0 ii
지역,c0 ii yv kf
지연,c0 ii yv nf
무역,mm uu yv kf
지열,c0 ii yv ll
총독부,ch oo ng t0 oo kf pp uu
참깨,ch aa mf kk qq
즈베크,c0 xx p0 ee kh xx
담판,t0 aa mf ph aa nf
탐,th aa mf
지양,c0 ii ya ng
목적인,mm oo kf cc vv k0 ii nf
다인,t0 aa ii nf
빙판,p0 ii ng ph aa nf
다이,t0 aa ii
토마토,th oo mm aa th oo
웹스터,we pf ss xx th vv
다음,t0 aa xx mf
엄청,vv mf ch vv ng
채우,ch qq uu
다의,t0 aa xi
단비,t0 aa nf p0 ii
찬성표,ch aa nf s0 vv ng ph yo
그날,k0 xx nn aa ll
부농,p0 uu nn oo ng
만이,mm aa nn ii
총감독,ch oo ng k0 aa mf t0 oo kf
성화상,s0 vv ng h0 wa s0 aa ng
복종,p0 oo kf cc oo ng
향내,h0 ya ng nn qq
다운,t0 aa uu nf
로트링겐,rr oo th xx rr ii ng k0 ee nf
다우,t0 aa uu
생면,s0 qq ng mm yv nf
생멸,s0 qq ng mm yv ll
디즈니,t0 ii c0 xx nn ii
다요,t0 aa yo
칭호,ch ii ng h0 oo
신체적,s0 ii nf ch ee c0 vv kf
노예제,nn oo ye c0 ee
벨트,p0 ee ll th xx
만유,mm aa nf nn yu
리오네,rr ii oo nn ee
본격화,p0 oo nf k0 yv kh wa
미니밴,mm ii nn ii p0 qq nf
작중,c0 aa kf cc uu ng
복주,p0 oo kf cc uu
편중,ph yv nf c0 uu ng
옮겨가,oo mf k0 yv k0 aa
유지법,yu c0 ii p0 vv pf
다원,t0 aa wv nf
시아파,s0 ii aa ph aa
적,c0 vv kf
복제,p0 oo kf cc ee
다오,t0 aa oo
추기,ch uu k0 ii
목련,mm oo ng nn yv nf
용자리,yo ng c0 aa rr ii
대나,t0 qq nn aa
약혼녀,ya kh oo nf nn yv
대남,t0 qq nn aa mf
대납,t0 qq nn aa pf
가쓰라,k0 aa ss xx rr aa
대내,t0 qq nn qq
아나키스트,aa nn aa kh ii s0 xx th xx
카발라,kh aa p0 aa ll rr aa
부녀,p0 uu nn yv
만장,mm aa nf c0 aa ng
배수로,p0 qq s0 uu rr oo
생명,s0 qq ng mm yv ng
뒤늦게,t0 wi nn xx tf kk ee
불꽃,p0 uu ll kk oo tf
그레이스,k0 xx rr ee ii s0 xx
푸른색,ph uu rr xx nf ss qq kf
노예주,nn oo ye c0 uu
목록,mm oo ng nn oo kf
생몰,s0 qq ng mm oo ll
불시착,p0 uu ll ss ii ch aa kf
첼시,ch ee ll s0 ii
웨더,we t0 vv
생모,s0 qq ng mm oo
대나무,t0 qq nn aa mm uu
국전,k0 uu kf cc vv nf
지은,c0 ii xx nf
국적,k0 uu kf cc vv kf
지음,c0 ii xx mf
국정,k0 uu kf cc vv ng
증가율,c0 xx ng k0 aa yu ll
국제,k0 uu kf cc ee
지의,c0 ii xi
손목,s0 oo nf mm oo kf
푸앵,ph uu qq ng
천연자원,ch vv nf nn yv nf c0 aa wv nf
박동,p0 aa kf tt oo ng
불경,p0 uu ll k0 yv ng
불결,p0 uu ll k0 yv ll
푸아,ph uu aa
것들,k0 vv tf tt xx ll
자본주의,c0 aa p0 oo nf c0 uu xi
오목,oo mm oo kf
차이점,ch aa ii c0 vv mf
지인,c0 ii ii nf
대피소,t0 qq ph ii s0 oo
황진이,h0 wa ng c0 ii nn ii
추궁,ch uu k0 uu ng
명절,mm yv ng c0 vv ll
지위,c0 ii wi
참고,ch aa mf k0 oo
않,aa nf
워프,wv ph xx
북벌론,p0 uu kf pp vv ll rr oo nf
명제,mm yv ng c0 ee
산수,s0 aa nf s0 uu
한국민,h0 aa nf k0 uu ng mm ii nf
대덕,t0 qq t0 vv kf
명정,mm yv ng c0 vv ng
칭하,ch ii ng h0 aa
우울증,uu uu ll c0 xx ng
불과,p0 uu ll k0 wa
불공,p0 uu ll k0 oo ng
국조,k0 uu kf cc oo
부담,p0 uu t0 aa mf
동두천시,t0 oo ng t0 uu ch vv nf s0 ii
불고,p0 uu ll k0 oo
부당,p0 uu t0 aa ng
다에,t0 aa ee
단백,t0 aa nf p0 qq kf
크리스트교,kh xx rr ii s0 xx th xx k0 yo
김영수,k0 ii mf nn yv ng s0 uu
불가,p0 uu ll k0 aa
규소,k0 yu s0 oo
단발,t0 aa nf p0 aa ll
라이스,rr aa ii s0 xx
참가,ch aa mf k0 aa
폐포,ph ye ph oo
명주,mm yv ng c0 uu
이서면,ii s0 vv mm yv nf
푸에,ph uu ee
고분군,k0 oo p0 uu nf k0 uu nf
창가,ch aa ng k0 aa
대도,t0 qq t0 oo
계산기,k0 ye s0 aa nf k0 ii
명종,mm yv ng c0 oo ng
인민군,ii nf mm ii nf k0 uu nf
노동부,nn oo t0 oo ng p0 uu
추구,ch uu k0 uu
아르미,aa rr xx mm ii
언어적,vv nn vv c0 vv kf
께,kk ee
한마음,h0 aa nf mm aa xx mf
피난처,ph ii nn aa nf ch vv
인공지능,ii nf k0 oo ng c0 ii nn xx ng
지장,c0 ii c0 aa ng
다아,t0 aa aa
브라헤,p0 xx rr aa h0 ee
생리,s0 qq ng nn ii
푸양,ph uu ya ng
박대,p0 aa kf tt qq
지와,c0 ii wa
박달,p0 aa kf tt aa ll
험난,h0 vv mf nn aa nf
추격,ch uu k0 yv kf
집착,c0 ii pf ch aa kf
만약,mm aa nf nn ya kf
서,s0 vv
장시간,c0 aa ng s0 ii k0 aa nf
가버리,k0 aa p0 vv rr ii
담의,t0 aa mm xi
외교부,wo k0 yo p0 uu
위법성,wi p0 vv pf ss vv ng
지영,c0 ii yv ng
부도,p0 uu t0 oo
부동,p0 uu t0 oo ng
명중,mm yv ng c0 uu ng
대략적,t0 qq rr ya kf cc vv kf
다쓰,t0 aa ss xx
지오,c0 ii oo
지옥,c0 ii oo kf
지온,c0 ii oo nf
제시,c0 ee s0 ii
썰,ss vv ll
부평구,p0 uu ph yv ng k0 uu
체신부,ch ee s0 ii nf p0 uu
올리브유,oo ll rr ii p0 xx yu
추계,ch uu k0 ye
나일론,nn aa ii ll rr oo nf
부대,p0 uu t0 qq
명진,mm yv ng c0 ii nf
명지,mm yv ng c0 ii
존폐,c0 oo nf ph ye
지원,c0 ii wv nf
자위권,c0 aa wi k0 wv nf
만연,mm aa nf nn yv nf
전시실,c0 vv nf s0 ii s0 ii ll
참관,ch aa mf k0 wa nf
팻,ph qq tf
추가,ch uu k0 aa
국지,k0 uu kf cc ii
쏟아지,ss oo t0 aa c0 ii
불교,p0 uu ll k0 yo
목면,mm oo ng mm yv nf
지요,c0 ii yo
